int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
8.67,37,53,269383,0
16.45,,84.5,,0
10.64,,20.6,15853,0
7.9,,56,,0
10.99,,68.5,527960,0
13.11,,68.5,57422,0
14.22,37,66.4,,0
10.99,64,15.3,10694,0
7.89,,38.3,140715,0
11.53,,40.2,49386,0
15.61,,88.9,139508,0
12.49,,40.4,20724,0
7.26,,59.4,57154,0
8.18,33,50,24497,0
11.44,,51.1,196054,0
12.53,,3.6,,0
17.19,,54.3,,0
12.69,21,15,162771,2
11.99,28,27.4,7301,0
13.99,79,54.5,262486,0
12.12,27,41.7,148651,0
11.99,,20.3,,0
8.9,,44.3,258075,0
10.99,72,74.5,57451,0
5.32,,4.4,265213,0
7.89,59,42.6,41437,0
19.99,,76.1,110582,0
18.54,,27.3,389974,0
13.99,61,99,39213,0
15.61,39,97.4,152712,0
16.55,36,95.1,25400,0
7.89,,27.6,8180,0
6.03,,26.3,127238,0
18.25,26,47.6,150824,0
14.96,51,93.3,,0
12.69,12,7.5,36004,1
13.98,16,60.7,102517,1
12.39,41,37,24390,0
17.57,,39.1,121781,0
19.47,40,64.6,187843,0
17.56,3,70.9,20841,2
18.55,,46.6,9740,0
9.17,51,46.2,6881,0
5.32,,26.7,342176,0
12.59,,44.8,244905,0
15.65,79,36.4,,0
11.44,32,93.1,200264,0
7.49,26,26.2,135929,0
7.89,,76.7,109755,0
7.62,82,42.4,416141,0
13.98,78,80.5,477788,0
24.5,,64,7128,0
13.99,79,66.3,21606,0
19.19,,67.2,143598,0
13.35,,37.7,199698,0
12.99,36,84.4,148165,0
12.05,71,76.1,185623,0
9.17,,25.5,50432,0
13.99,9,98.4,175199,2
7.89,,50.9,94831,0
11.71,,66.9,,0
12.29,,48,196959,0
16.55,17,28.5,64143,2
12.49,41,94.8,107812,0
5.32,,9.6,17795,0
13.05,,64.4,23569,0
18.49,,,10864,0
13.53,29,61.7,5801,0
14.98,,57.8,172746,0
15.61,,66.5,221747,0
12.69,25,58.9,22513,0
16.29,,61.5,95075,0
16.29,,,,0
19.97,16,72.4,76718,1
6.03,2,29.9,531101,1
15.61,18,35.4,9504,2
7.49,9,98,70505,3
12.59,41,63.2,252231,0
8.67,79,72.9,15906,0
7.9,,26,,0
12.69,73,20.2,6069,0
17.04,10,98.4,,2
15.61,,58.2,46074,0
8.38,,44.1,59184,0
10.99,,81.5,28803,0
10.15,,59.6,18306,0
15.59,,59.8,162143,0
11.53,,84.4,73714,0
11.14,33,48.6,,0
17.57,9,81.8,409422,3
9.17,,23.4,15347,0
12.69,,62.1,14489,0
14.65,44,54.7,57450,0
8.19,,25.8,172613,0
9.17,57,92.2,27552,0
10.49,,55.3,44878,0
16.29,59,92.6,39824,0
12.99,,20,1958,0
12.39,47,91.5,66150,0
6.89,,34.3,34919,0
17.57,25,80.3,89104,0
19.52,23,53.8,33779,1
9.17,5,47.9,25582,1
13.35,,28.9,100363,0
12.85,49,31.6,373534,0
7.62,,36.8,35019,0
17.57,,89.6,15553,0
22.99,,87.3,133932,0
9.99,,71.3,594073,0
19.47,29,84.5,128941,0
13.66,45,24.2,3904,0
6.49,4,64.4,68295,1
21,7,79,51755,1
8.9,,9.1,22601,0
5.42,,28.5,,0
10.99,46,42.3,373264,0
11.53,,16.1,15604,0
7.26,54,67.1,60169,0
10.74,,45.4,,0
11.53,35,37,396173,0
10.62,,0.2,,0
7.26,,66.3,28458,0
8.39,46,37.3,144547,0
8.18,,26,24013,0
16.99,47,13,42361,0
6.03,,0.3,,0
13.33,,57.6,26095,0
15.99,12,61.7,7546,1
9.17,,43.2,54380,0
24.99,29,12.8,6005,0
19.99,38,47.4,234697,0
15.61,,94.3,210303,0
18.49,31,56.2,,0
21.6,,82.3,32318,0
11.99,45,47.6,25966,0
6.92,19,7.4,31688,1
13.99,17,96.5,152341,1
13.99,,59.8,14228,0
7.62,,31.9,135951,0
17.57,13,25.8,42500,6
10.99,11,70.6,346292,1
17.57,7,68.2,15900,1
11.44,,36.3,11075,0
15.31,,59.6,14306,0
11.53,,85,26645,0
13.11,24,58,8026,0
9.67,36,26,26358,0
14.98,51,50,2300,0
12.88,79,52,260535,0
14.98,,38.1,327606,0
14.64,4,41.6,183591,2
19.97,,77.4,189006,0
14.33,,81.4,64887,0
11.99,,29.5,307854,0
17.57,9,18.6,83975,2
12.29,59,74,67492,0
11.53,,91.8,44572,0
7.9,20,34,300753,1
8.18,,93,73909,0
6.89,22,23,294751,1
12.49,,85.4,185013,0
6.99,,76.3,24558,0
13.99,,92.6,49442,0
12.99,,55.4,30188,0
11.49,75,18.7,28164,0
14.99,,37.3,15588,0
14.16,,67.5,173904,0
20.5,,69.3,329193,0
13.33,,73.6,111572,0
14.99,,56.6,69132,0
13.33,,73,15109,0
13.11,78,60.2,,0
7.62,,53.4,381975,0
7.89,,35.9,125859,0
6.39,,43.1,84677,0
15.88,,73.9,25706,0
12.12,68,86.6,261549,0
8.38,,78,33134,1
11.99,31,57.1,91777,0
6.89,60,31.4,418430,0
13.67,,73.2,26528,0
14.85,21,93,416272,1
6.24,,6.1,12076,0
10.99,17,68.5,20409,1
8.67,,18.9,5537,0
15.13,0,55.2,,0
14.99,,58.5,52908,0
20.49,,62.2,289710,0
13.99,,11.4,282662,0
10.99,49,72.7,22356,0
8.18,27,60.4,17478,0
11.99,37,74.9,233754,0
17.77,,43.1,111977,0
11.14,,65.4,50974,0
8.18,,37.1,184249,0
11.14,16,72.5,195589,1
10.64,51,87.7,168327,0
6.24,21,47.6,620324,1
6.92,,61,98449,0
16.29,62,95.4,,0
6.03,48,17.9,836073,0
15.61,,45.2,99492,0
17.27,,60,42437,0
12.99,10,29.9,19808,1
15.88,,83.1,4072,0
16.99,,81.8,311081,0
19.52,14,37.9,19090,3
19.72,19,46.6,12661,1
8.39,,57.2,47743,0
10.16,,70.1,121769,0
11.67,,72.6,18396,0
13.11,,89.1,208012,0
8.9,47,58.6,66839,0
7.69,,42.4,22813,0
9.99,,86.3,18997,0
15.8,,71.9,155385,0
15.61,43,72,435501,0
7.9,,22.7,22577,0
13.66,,35.1,81702,0
8.39,,33.7,38523,0
10.99,,61.5,98169,0
12.29,27,96.1,465398,0
13.65,55,38,37834,1
12.59,19,91,226240,1
13.11,1,16.5,318827,3
15.99,,70.2,,0
13.68,18,67.7,257987,2
13.98,,34.7,32417,0
13.33,,88.9,143471,0
15.61,,81.1,37923,0
14.65,13,33.9,23385,1
10.16,,45.1,171548,0
17.19,44,37.1,,0
10.99,,73.8,14752,0
14.99,38,96.6,24351,0
14.33,,76.3,34281,0
5.32,,7.3,214718,0
7.26,39,41.2,133771,0
6.03,,30.5,,0
13.33,71,58.8,30309,0
10.16,19,83.8,217499,1
18.49,,74.9,60381,0
13.61,38,39.1,,0
7.26,,34.2,238158,0
7.12,27,42.8,88253,0
14.49,,40.7,66284,0
16.78,43,79.4,5000,0
12.85,,51.6,16531,0
13.68,,48.5,255739,0
15.22,,18.4,4955,0
11.44,1,34.4,56946,1
11.99,,67.7,35559,0
9.17,38,66.3,302144,0
14.47,18,48.5,13732,1
23.99,,69.4,14430,0
13.67,34,66.8,31902,0
13.11,,55.3,223533,0
11.14,,79.1,234935,0
9.91,,33.1,,0
8.18,62,20.6,36921,0
14.31,41,31.7,19207,0
19.99,57,77.6,161732,0
13.98,,47,162809,0
19.52,71,65,199682,0
11.22,,7.6,23071,0
14.47,81,83.1,96336,0
12.99,,62.8,18056,0
13.33,,43.7,264141,0
13.99,2,32.4,284434,1
17.1,10,74.3,60464,2
11.22,,79.3,185807,0
12.49,23,21,7273,1
9.99,27,55.2,202054,0
9.25,,35.8,556945,0
15.31,,44.9,,0
16.99,52,0.2,17157,0
14.09,,42.3,51053,0
13.99,,94.8,40523,0
19.52,21,82.5,76612,1
19.52,12,49.9,117866,1
23.83,21,91.9,,2
12.99,,61,155955,0
9.76,,87,244173,0
12.12,,16.6,,0
10.99,,48.1,330840,0
9.49,27,55.1,16022,0
15.22,,89.2,13352,0
6.39,,18.1,251063,0
13.35,17,68.9,21542,1
11.99,69,73,27398,0
11.99,36,57.4,231162,0
13.18,,24,17556,0
12.12,,89,63718,0
17.57,,84.3,23523,0
17.86,,60.6,35632,0
13.33,81,78.1,89092,0
13.65,,92.3,49369,0
13.18,,32.5,247666,0
15.22,,51.9,12394,0
11.53,32,44.5,257769,0
11.53,16,40.7,11814,1
11.53,,52.4,420622,0
12.29,,42.5,288671,0
9.71,53,26.5,113395,0
14.33,11,68.7,9823,2
14.09,,90,45451,0
15.61,,74.4,82331,0
14.99,,90,45959,0
7.88,,4.9,,0
14.33,42,56.6,125313,0
14.99,,86.2,19349,0
14.65,,28,285839,0
14.65,54,97.6,27253,0
15.61,13,48.5,65043,1
12.35,,82.9,69112,0
19.2,27,83.5,20467,0
14.85,1,32.6,627796,1
8.9,,63,297929,1
17.57,,74.1,33647,0
14.65,31,80,79418,0
8.67,,49.4,118861,0
9.99,8,77.8,392087,2
7.26,,25.6,16811,0
13.98,,14.1,24853,0
17.56,,31.9,44716,0
12.49,35,25.4,17939,0
15.31,,98.4,38879,0
8.18,19,46.3,332597,1
18.55,,74.5,12220,0
15.61,48,39.8,62039,0
6.62,74,45,14369,0
13.66,57,60,287343,0
6.49,,40.8,142195,0
13.99,46,64.9,24952,0
12.99,11,57.6,31416,1
11.53,57,28.8,376618,0
11.53,40,14.8,26494,0
16.55,75,36.5,195049,0
13.33,,98.1,26651,0
12.29,18,33.3,283308,2
6.39,,58.1,123083,0
7.26,,48.1,59222,0
7.26,24,60.7,93078,0
12.12,50,41.7,263502,0
16.29,68,15.3,29286,0
13.98,,42,357735,0
7.88,,12,,0
23.7,,93,149055,0
15.99,41,73.5,298206,0
6.24,48,25.3,125724,0
12.29,,3.5,342640,0
6.89,,85.3,5972,0
16.55,10,98.5,395174,1
16.24,5,30.8,123391,2
7.89,,44,106947,0
9.17,,11.2,181959,0
8.18,,72.8,216819,0
17.57,16,89.1,640074,1
14.31,62,32,29419,0
8.19,74,34.3,222006,0
12.69,4,34.7,153861,2
18.55,21,25.2,27558,1
10.15,22,52,164825,1
18.25,67,80.6,21573,0
11.67,,80,24962,0
20.99,,88.1,263093,0
13.23,58,39.8,,0
13.65,26,17.5,221551,0
9.17,7,42.3,252031,1
13.99,,70.7,21191,0
15.61,,68.7,49255,0
10.99,60,35.6,189675,0
17.27,,92.6,,0
5.32,,11.3,145063,0
10.99,30,37,19058,0
9.17,,45.4,330153,0
9.17,,12.9,173551,0
8.18,12,33,33206,1
12.29,,69.9,274335,0
19.99,,46.3,28239,0
7.51,29,25.9,,0
14.65,,77.5,8135,0
9.99,23,79,29318,1
18.25,3,66.4,76732,1
9.49,5,24,174594,2
11.14,,45.8,378050,0
11.99,27,25.9,223870,0
19.05,,48.5,33340,0
13.98,,99.1,147641,0
14.65,,37,22609,1
7.26,21,41.4,31297,1
15.61,,69,9840,0
9.99,,10.8,84532,0
15.61,,100.7,220976,0
21,,94.6,36527,0
16.99,26,98.1,27520,0
11.53,,97,239800,0
11.53,46,78.3,535513,0
14.65,,79.6,329910,0
26.77,6,94.8,261195,1
16.59,,51,209359,0
24.5,,86.6,30251,0
12.29,47,51.2,119548,0
7.62,56,18.3,267310,0
8.9,,24.8,70810,0
17.57,,46.1,97396,0
10.99,,76.8,28027,0
12.29,50,30.8,32584,0
14.99,,38.7,139784,0
18.25,11,41.6,,1
16.59,,84.2,60176,0
11.53,,42.9,5402,0
13.67,,71.2,70488,0
11.99,,57.2,211744,0
10.99,70,64.5,538955,0
7.69,,50.6,40337,0
17.76,,86.9,41748,0
14.33,44,95.9,247110,0
14.65,,55.1,274473,0
6.03,25,44.8,226952,0
18.25,38,80.5,46774,0
7.89,,80.4,41577,0
9.99,,43.3,,0
9.17,9,60.2,26545,1
9.76,61,39.3,34317,0
6.24,16,42.7,195950,2
13.33,,53,113467,0
8.67,6,90.9,188842,3
12.35,11,67.3,133890,1
9.17,54,36.6,319645,0
12.49,,72.4,30096,0
7.89,5,60.8,371699,4
13.67,,71.2,64732,0
11.14,,96.3,605610,0
21,,87.3,21131,0
12.12,18,27.9,85901,1
13.65,9,58.9,71136,2
17.57,,61.2,47838,0
12.49,,50.4,142333,0
13.35,,25.3,154519,0
11.49,,23.1,,0
9.17,,26.3,27433,0
9.17,66,43.5,3044,0
17.27,,66.9,598464,0
13.98,29,66.6,107137,0
14.16,33,40.3,7460,0
10.99,,35.2,18794,0
9.17,,52.2,77248,0
11.14,,75.8,64045,0
6.89,33,17.6,13518,0
17.57,15,51.7,185319,2
8.18,27,90.1,170702,0
13.99,26,91.1,43906,0
11.14,,41.4,418694,0
16.55,,86,144236,0
15.59,10,84.5,130611,2
14.49,,5.2,39701,0
19.05,17,38.3,51366,1
8.9,,82.4,,0
13.11,26,45.5,72408,0
7.9,,82.4,202673,0
6.92,,70.4,304326,0
8.9,,59,40189,0
12.12,,61.6,18380,0
13.99,,71.7,21903,0
6.99,59,12.5,21741,0
11.86,,35.7,,0
13.33,,32.4,300344,0
11.53,,71.2,144000,0
17.57,61,47.9,237724,0
19.99,,42.9,125877,0
12.99,49,54.7,540125,0
11.53,,79.6,20941,0
13.98,,35.3,10482,0
12.49,23,62.4,194595,1
13.33,61,75.3,21027,0
16.29,,88.1,248302,0
12.49,66,51,12543,0
16.29,,31.4,4043,0
9.8,27,49.7,51147,0
11.99,,0,49023,0
14.09,,90.7,,0
12.69,52,48.8,211932,0
15.31,,82.7,33248,0
19.52,55,7.4,58902,0
8.38,,89.3,629690,0
17.86,32,71.5,120122,0
6.03,,50.1,41582,0
14.33,62,54.5,146452,0
13.68,,5.8,247896,0
8.9,,17.8,,0
16.77,,91.4,,0
7.62,9,17.6,84637,1
7.89,,44.4,10751,0
23.4,64,63,17736,0
9.17,4,13.7,50554,1
11.99,,38.7,453256,0
18.54,,62.9,29470,0
7.89,,69.1,492320,0
12.29,,53.9,3882,0
12.99,81,33.5,300636,0
20.99,18,70.6,214116,1
10.37,26,17.4,,0
14.31,,75.2,41139,0
18.49,,93.4,168460,0
12.29,,11.4,108648,0
17.14,54,85.8,100896,0
10.99,,98.9,114234,0
16.99,67,44,165587,0
8.39,,53.8,454239,0
7.49,46,37.1,40571,0
11.53,,46.7,47051,0
12.05,40,62,68192,0
12.12,30,20.5,342006,0
17.86,64,28.1,27434,0
12.12,,63.3,36579,0
14.99,38,76.3,128243,0
12.69,,32.2,39397,0
7.62,,32.8,126031,0
16.55,29,29.1,18777,0
23.43,,8.3,9057,0
23.1,9,88.8,62173,1
11.53,19,54,123543,1
14.3,16,38.7,19408,3
9.67,,28,41639,0
17.86,,63.5,117875,0
12.59,,51,20422,0
14.09,28,52.6,,0
25.8,,77.3,38855,0
13.33,,78.7,260549,0
15.61,57,81.3,205295,0
6.39,,47.3,433098,0
15.61,29,81.7,460019,0
6.03,,26.7,171883,0
13.18,79,73.5,23627,0
13.05,31,56.1,74350,0
12.29,,83.9,139256,0
9.99,,53.8,378671,0
13.98,,80.6,49924,0
14.49,,71.3,35038,0
14.65,,46.6,39542,0
14.09,,66.3,32598,0
14.65,15,74,35721,1
16.99,,76.8,45484,0
14.3,16,45.7,109815,1
13.35,,65.8,7571,0
8,,50.4,,0
18.25,41,58.1,49722,0
7.26,,78.7,41149,0
9.67,72,39.7,408406,0
10.99,,67.5,40486,0
7.62,48,72.7,133031,0
18.92,,56.8,134471,0
13.99,62,65.7,22918,0
16.99,4,95.3,230579,3
17.57,26,57.7,134331,0
9.99,0,62.6,716464,1
9.17,,58.5,188598,0
14.65,,78.2,293099,0
15.99,,56.6,231735,0
6.24,75,65.1,223662,0
6.99,,79.3,39026,0
17.57,77,90.1,404078,0
15.61,27,48.3,109714,0
12.39,,57.4,35791,0
14.99,,50.8,18003,0
16.2,,72.7,100722,0
24.08,,81.7,193748,0
9.99,70,36.1,46728,0
21.48,,91.3,57646,0
16.99,,32,19327,0
23.7,8,76.7,60664,1
16.49,,18.1,,0
22.95,50,53.9,178222,0
8.18,,78.7,264637,0
11.49,,51.3,66738,0
8.59,,2.8,,0
7.89,,67.3,54550,0
7.9,74,51.5,101299,0
8.67,,75.5,353385,0
15.61,,28.9,376718,0
7.89,3,72.7,583912,2
15.61,13,42,215445,3
19.22,64,56.8,72041,0
10.99,36,35.9,15194,0
15.61,62,84.5,29157,0
12.99,27,17.2,28859,0
12.29,23,46.3,33300,1
8.9,,90.3,174226,0
11.22,,73.1,60154,0
12.69,79,85.9,105724,0
5.93,28,2.5,101942,0
15.61,,83.3,197239,0
15.1,,55.6,218079,0
17.56,40,59.7,16925,0
15.61,,55.1,19330,0
18.85,18,73.3,22130,1
10.15,,78.1,189304,0
20.53,2,87.7,,2
11.53,57,67.2,56205,0
15.99,65,42.5,9344,0
16.29,,86.4,121583,0
6.92,,48.9,26503,0
16.89,10,68.7,,2
12.99,,82.6,125231,0
7.49,77,81.3,10975,0
7.9,15,51.6,246716,2
16.78,,28,42984,0
12.69,,74.9,26788,0
12.69,46,64.9,168089,0
19.72,30,58.7,23111,0
15.61,4,38,31662,3
18.55,,37.1,18871,0
16.49,5,28.9,166483,1
13.99,,34.3,143911,0
13.53,,71.2,220924,0
5.93,,27,283269,0
9.99,10,36.4,10102,2
14.99,,11.7,2289,0
13.99,46,52.9,83583,0
11.53,,26,33613,0
12.99,64,63.4,55017,0
15.8,,96.8,17716,0
9.17,,56.7,61724,0
13.18,7,61.1,44935,3
9.99,,98.3,14740,0
13.33,11,76.1,125167,2
7.69,,87.7,20701,0
6.03,,40.8,90120,0
12.29,72,45.2,249141,0
7.9,,20.5,,0
11.44,,46.9,308706,0
10.16,52,4.6,6784,0
7.9,,90.7,318856,0
11.14,11,24.8,281738,1
10.99,29,85.1,7043,0
11.44,11,56.5,680996,1
12.49,5,22.1,217398,6
12.69,,72.9,29352,0
10.99,6,50.7,23765,1
10.99,,53.8,190002,0
19.24,,85.5,31455,0
14.65,54,8,75753,0
13.33,9,95.1,306275,2
19.99,,68.9,24250,0
12.69,8,52.7,104116,2
13.18,25,51.7,171905,0
17.86,,68.3,71603,0
14.33,,55.4,12192,0
6.24,,61.3,18616,0
18.24,7,46.6,193285,3
24.08,,59.9,21184,0
19.05,,85.6,,0
9.17,,38.1,84702,0
13.49,,51.7,,0
14.49,,60.7,167017,0
8.38,31,66.1,102799,0
7.12,37,33.5,38427,0
7.88,,26.4,,0
14.49,,67.2,273986,0
7.26,,26.8,276110,0
12.49,11,42.3,201560,1
7.89,,61.6,46786,0
12.49,,82.2,75255,0
5.32,3,30,156845,1
12.05,14,66.1,58674,1
6.03,,25.6,,0
14.49,,55,7513,0
21.99,5,24.4,318821,1
16.59,15,71.2,73257,2
7.89,33,43.2,687393,0
14.99,3,66.5,289617,4
6.49,,32.3,236152,0
18.85,,78.8,6617,0
10.99,13,65.4,15193,1
10.64,23,49,529295,1
14.33,22,56.7,10494,1
11.22,26,75.5,71829,0
21.99,21,57.2,77831,1
15.61,15,47.7,7206,1
12.69,44,70.1,252511,0
9.49,5,92.9,121337,1
15.61,,71.8,24981,0
15.99,,50.3,,0
18.99,15,60.3,186453,1
11.14,78,29.7,10481,0
14.99,,42.5,327186,0
10.49,,42,67613,0
7.12,,42.7,133182,0
16.29,57,46.3,,0
7.12,,36.9,42938,0
12.29,39,53.9,48495,0
16.55,39,65.2,233785,0
12.35,,50.7,478950,0
16.4,,83,,0
18.55,14,76.3,109232,1
8.18,,37.6,210275,0
15.59,,69.4,74541,0
18.99,,64.3,25444,0
16.55,,94.8,25135,0
8.39,,13.3,42877,0
15.99,9,81.3,79761,5
19.47,6,99.5,236116,1
11.14,62,32.5,412429,0
17.27,,46.7,49924,0
25.8,,89.9,30774,0
10.99,,72.3,165862,0
12.39,,38.1,30150,0
10.99,32,60,27834,0
15.61,,61,355985,0
6.62,29,26.7,219433,0
13.33,54,26.9,59098,0
9.76,,50.3,10424,0
7.26,,19.7,333391,0
13.99,,57.3,104768,0
19.99,24,73.7,88046,0
18.2,,34.8,54945,0
9.99,,64.2,16969,0
18.55,,64.7,,0
9.17,5,76.9,17177,2
5.32,,11.1,118922,0
12.12,28,57.9,226267,0
12.49,28,66.9,599817,0
13.18,77,62,272567,0
7.49,,39.7,,0
22.95,63,62.5,170121,0
9.8,42,47.2,155656,0
7.89,8,90.3,120570,1
18.85,,78.1,12568,0
6.03,45,41.1,39655,0
19.22,,60.8,14645,0
8.18,70,45,25840,0
9.17,,90,21546,0
16.55,3,59,146157,1
8.18,11,82.7,140375,2
7.9,26,57.6,163870,0
11.53,,27.6,41368,0
17.57,,38.6,67440,0
14.33,,85.1,217663,0
12.99,,71.1,160192,0
10.65,,45.9,,0
20.99,,90.1,9637,0
10.49,,94.9,34745,0
16.99,11,87.4,284342,1
6.03,,6,32321,0
9.99,,48.9,191282,0
12.29,,44.8,85899,0
13.43,,49.7,,0
9.17,,95.4,256719,0
6.62,,26.7,126351,0
12.39,25,79.2,115733,0
23.83,,51.1,206683,0
11.53,,31.2,6141,0
12.69,,67.7,49223,0
6.49,12,43.8,177698,1
7.26,,72.3,17879,0
16.2,44,68.1,37291,0
9.99,25,73.1,171351,0
10.15,35,66.8,35032,0
5.32,9,15.6,240769,2
18.24,22,61.5,149611,2
7.62,,27.2,7957,0
13.98,,13.2,93093,0
14.49,,40.3,17022,0
10.16,,48.6,17499,0
6.24,,35.4,189028,0
12.69,7,65.6,89876,4
17.1,27,38.9,28925,0
22.15,26,77.6,281349,0
14.99,,33.5,23296,0
14.16,63,65.8,96523,0
14.65,56,43.6,29189,0
13.33,,77.1,127890,0
16.24,24,66,3830,0
15.61,,42.8,63040,0
7.51,45,34.9,,0
8.19,6,91.4,500256,1
20.2,21,47.7,32834,1
16.99,7,3.7,36718,4
13.98,28,64.8,8096,0
8.9,,18.9,214573,0
6.68,,13.2,48164,0
11.53,68,76.2,38993,0
12.49,,75.3,58844,0
8.9,,59,286509,0
17.77,17,77.8,19550,1
19.19,,32.3,42309,0
16.29,29,49.1,21928,0
17.86,13,84.5,159894,1
14.99,5,86.4,155961,1
19.05,,87.9,11460,0
8.18,2,78.2,82674,2
13.11,18,68.5,61009,8
14.3,12,81.2,325183,2
14.33,,99.6,156257,0
10.49,59,37,37921,0
9.99,1,64,50456,2
11.53,10,29.1,225277,1
11.53,48,75.7,164917,0
18.99,,54.1,25862,0
19.19,68,77.2,72979,0
17.86,,35.8,4298,0
11.99,,71,359076,0
6.92,,65.1,423156,0
11.14,,3.6,373990,0
10.74,,89.5,,0
14.3,,56.4,129407,0
18.25,,80,116326,0
9.17,30,51.7,228005,0
15.31,14,55,410230,1
7.89,,27,10126,0
24.5,8,62.8,21919,3
9.32,,24.1,,0
16.99,,40.1,4854,0
16.55,27,60.4,44436,0
6.99,,70,275835,0
17.27,,77.1,,0
11.99,64,62.6,316439,0
14.65,,40,11416,0
9.99,11,68.7,222499,2
6.03,,21.3,20185,0
15.8,31,36.3,32484,0
12.29,,76.7,207997,0
8.9,43,51.5,145633,0
7.49,,22.8,,0
15.61,65,41.8,42129,0
13.99,,95.9,337134,0
17.57,,88.8,225672,0
11.53,17,51.2,137464,2
12.29,,56.2,34510,0
9.99,5,5.6,33745,3
18.24,35,58.7,21482,0
13.99,,50.7,152746,0
6.03,,15.3,64666,0
15.61,38,45.5,38692,0
6.24,,15,104369,0
21.99,19,79.7,100669,1
16.29,,40.4,173873,0
20.2,4,67.3,214650,2
13.65,4,82.8,70954,2
11.53,,98,38348,0
20.99,,32.7,28319,0
5.32,,21.1,19195,0
6.03,,0.3,,0
9.99,,67.4,423271,0
17.57,6,93,197312,1
9.17,44,54.6,14389,0
7.69,56,51.8,241519,0
15.88,,29.8,163486,0
14.65,25,28.9,23545,0
18.84,,10.1,16082,0
9.17,65,49.9,21838,0
13.98,,62.8,291928,0
13.98,20,38.9,199333,5
9.17,31,65.4,51403,0
12.49,80,76.3,52887,0
10.99,66,69,142099,0
15.61,,40.5,113183,0
15.1,,78.6,179579,0
10.99,55,27.4,15236,0
12.49,53,49.9,200158,0
11.67,7,67.3,367177,2
12.29,13,82.2,16717,1
15.61,13,41.7,74890,2
11.67,9,85.9,161784,1
9.49,,44,161935,0
16.29,,55,,0
12.39,,28.3,14888,0
14.49,22,92.8,251766,2
13.11,14,70,259364,6
13.67,,47.2,103321,0
11.71,,82,,0
19.99,77,47.2,44257,0
17.57,,60.3,6027,0
17.99,2,26.5,,3
8.39,,91.2,262134,0
20.2,59,48.6,242132,0
10.99,,69.3,81284,0
23.7,43,65.7,184021,0
19.72,,75.3,168031,0
9.17,32,72.9,136219,0
12.23,47,63.1,,0
15.88,,66.3,284406,0
9.99,18,33.2,17106,1
7.9,,26.7,221797,0
13.99,,38.3,89936,0
13.18,80,78,41853,1
5.32,39,23.7,306725,0
11.48,,48.1,28875,0
21.98,,72.7,9668,0
18.25,19,37.9,58738,1
11.67,15,53.8,550570,2
17.14,46,84.1,29382,0
6.03,,34.5,762738,0
7.89,,47.8,468787,0
10.01,,35.8,,0
20.2,,94.4,1064321,0
17.57,,93.3,280402,0
17.86,,70.2,10594,0
17.86,,73,164265,0
17.27,78,84.5,,0
9.76,,4.7,17146,0
19.19,,40.4,3999,0
16.99,,93,49030,0
9.17,68,100.6,299789,0
19.05,60,68,12583,0
9.99,25,45.2,37328,0
17.57,51,90.8,14326,0
6.89,,4.1,3415,0
17.57,,97.4,44200,0
14.31,53,27.4,69584,0
14.64,,79.1,251558,0
11.53,,86.6,482873,0
9.99,,56.5,41447,0
6.03,,15,229354,0
7.89,52,61.1,89848,0
17.86,,42.3,24851,0
16.99,,46.7,20400,0
18.25,14,55,185726,1
13.11,,30.5,26345,0
11.99,35,75.3,189098,0
11.53,13,44.5,213911,1
6.89,,85.8,566768,0
11.53,,73.5,4633,0
16.55,,65,8964,0
9.17,,83,31804,0
14.65,,30.4,185448,0
18.84,54,63,224645,0
10.99,42,85.6,110351,0
12.69,28,87.7,37727,0
14.64,,32.6,100870,0
11.44,3,84.8,195248,5
19.99,,72.5,106121,0
17.86,,59.4,121921,0
17.86,,76,12521,0
9.17,,31.1,30023,0
19.99,,59.5,140785,0
19.47,57,75.4,19676,0
13.33,,90.5,57758,0
7.9,,67.5,,0
20.49,,44.4,71180,0
23.4,3,78.9,52467,5
18.55,,63.1,302143,0
5.32,,13.3,191636,0
25.8,,94.4,5401,0
9.99,,55.6,71716,0
10.99,90,56.1,31650,0
16.99,25,69.7,30193,0
6.62,29,26.9,,0
12.49,48,34.8,214463,0
20.99,21,88.3,294273,1
12.69,,39.4,14190,0
12.29,33,27.7,11701,0
14.09,,84.2,34204,0
12.99,,43.1,28236,0
12.69,15,0.3,421562,1
12.59,8,43.5,43646,2
13.11,,43.4,187612,0
15.61,,84.2,276966,0
13.99,,47.3,253646,0
7.89,47,38.2,290475,0
5.32,,55.6,378358,0
14.33,,62.8,12494,0
17.86,,74.7,348864,0
13.65,51,20.8,2556,0
9.17,38,70.7,18738,0
18.2,70,57.9,169431,0
15.1,12,66.4,719171,4
16.59,16,95.9,77026,1
8.9,,59.8,28123,0
19.24,63,59.1,84853,0
14.61,15,39.4,,1
17.77,2,57.1,35701,1
20.2,,73.4,24131,0
10.99,,69.7,36965,0
6.89,,44.7,7993,0
12.99,57,36.2,75453,0
19.52,,71.7,271353,0
21.67,21,91.3,43068,1
22.4,,49.5,185699,0
13.67,,94.7,,0
21,,77.9,174131,0
9.17,59,91.4,13522,0
7.89,,28.6,96079,0
12.29,,14.7,23026,0
12.12,,35,25556,0
12.59,4,46.4,35626,1
15.61,67,28.6,23420,0
14.09,31,84.7,88483,0
18.99,,60.1,265674,0
12.69,7,89.7,108892,1
16.99,7,44.8,301198,4
15.61,,59.6,14073,0
